Organizacion;Bodega;Localizacion;Cliente;NIT;Pais;Codigo;Producto;Descripcion;Paquete;Tec;Lin;SubL;Gramaje;Ancho;Rollos;Kilos;Mts;M2;Fecha;Representante;Coordinadora;Cuenta;Edad;Rango Edad;Codigo-N;Segmento;Mercado;Linea;Valor;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4066689;SMS;1;O;13;2100;1;122.85;4500;9450;03/04/2022;FABIO DIAZ;ALBA MARQUEZ;COM;200;Mas 180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4066694;SMS;1;O;13;2100;1;122.85;4500;9450;03/04/2022;FABIO DIAZ;ALBA MARQUEZ;COM;200;Mas 180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4066695;SMS;1;O;13;2100;1;122.85;4500;9450;03/04/2022;FABIO DIAZ;ALBA MARQUEZ;COM;200;Mas 180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4066696;SMS;1;O;13;2100;1;122.85;4500;9450;03/04/2022;FABIO DIAZ;ALBA MARQUEZ;COM;200;Mas 180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4066697;SMS;1;O;13;2100;1;122.85;4500;9450;03/04/2022;FABIO DIAZ;ALBA MARQUEZ;COM;200;Mas 180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4066701;SMS;1;O;13;2100;1;122.85;4500;9450;03/04/2022;FABIO DIAZ;ALBA MARQUEZ;COM;200;Mas 180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4066702;SMS;1;O;13;2100;1;122.85;4500;9450;03/04/2022;FABIO DIAZ;ALBA MARQUEZ;COM;200;Mas 180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4066705;SMS;1;O;13;2100;1;122.85;4500;9450;03/04/2022;FABIO DIAZ;ALBA MARQUEZ;COM;200;Mas 180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4066706;SMS;1;O;13;2100;1;122.85;4500;9450;03/04/2022;FABIO DIAZ;ALBA MARQUEZ;COM;200;Mas 180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4066707;SMS;1;O;13;2100;1;122.85;4500;9450;03/04/2022;FABIO DIAZ;ALBA MARQUEZ;COM;200;Mas 180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4066708;SMS;1;O;13;2100;1;122.85;4500;9450;03/04/2022;FABIO DIAZ;ALBA MARQUEZ;COM;200;Mas 180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4066719;SMS;1;O;13;2100;1;122.85;4500;9450;03/04/2022;FABIO DIAZ;ALBA MARQUEZ;COM;200;Mas 180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4086863;SMS;1;O;13;2100;1;122.85;4500;9450;04/11/2022;FABIO DIAZ;ALBA MARQUEZ;COM;162;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4086864;SMS;1;O;13;2100;1;122.85;4500;9450;04/11/2022;FABIO DIAZ;ALBA MARQUEZ;COM;162;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4086865;SMS;1;O;13;2100;1;122.85;4500;9450;04/11/2022;FABIO DIAZ;ALBA MARQUEZ;COM;162;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4086866;SMS;1;O;13;2100;1;122.85;4500;9450;04/11/2022;FABIO DIAZ;ALBA MARQUEZ;COM;162;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4086867;SMS;1;O;13;2100;1;122.85;4500;9450;04/11/2022;FABIO DIAZ;ALBA MARQUEZ;COM;162;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4086868;SMS;1;O;13;2100;1;122.85;4500;9450;04/11/2022;FABIO DIAZ;ALBA MARQUEZ;COM;162;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4086869;SMS;1;O;13;2100;1;122.85;4500;9450;04/11/2022;FABIO DIAZ;ALBA MARQUEZ;COM;162;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4086870;SMS;1;O;13;2100;1;122.85;4500;9450;04/11/2022;FABIO DIAZ;ALBA MARQUEZ;COM;162;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4086871;SMS;1;O;13;2100;1;122.85;4500;9450;04/11/2022;FABIO DIAZ;ALBA MARQUEZ;COM;162;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4086872;SMS;1;O;13;2100;1;122.85;4500;9450;04/11/2022;FABIO DIAZ;ALBA MARQUEZ;COM;162;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4086873;SMS;1;O;13;2100;1;122.85;4500;9450;04/11/2022;FABIO DIAZ;ALBA MARQUEZ;COM;162;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4086874;SMS;1;O;13;2100;1;122.85;4500;9450;04/11/2022;FABIO DIAZ;ALBA MARQUEZ;COM;162;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4086875;SMS;1;O;13;2100;1;122.85;4500;9450;04/11/2022;FABIO DIAZ;ALBA MARQUEZ;COM;162;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4086876;SMS;1;O;13;2100;1;122.85;4500;9450;04/11/2022;FABIO DIAZ;ALBA MARQUEZ;COM;162;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4086877;SMS;1;O;13;2100;1;122.85;4500;9450;04/11/2022;FABIO DIAZ;ALBA MARQUEZ;COM;162;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4086878;SMS;1;O;13;2100;1;122.85;4500;9450;04/11/2022;FABIO DIAZ;ALBA MARQUEZ;COM;162;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4086879;SMS;1;O;13;2100;1;122.85;4500;9450;04/11/2022;FABIO DIAZ;ALBA MARQUEZ;COM;162;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4086880;SMS;1;O;13;2100;1;122.85;4500;9450;04/11/2022;FABIO DIAZ;ALBA MARQUEZ;COM;162;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4086881;SMS;1;O;13;2100;1;122.85;4500;9450;04/11/2022;FABIO DIAZ;ALBA MARQUEZ;COM;162;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4086882;SMS;1;O;13;2100;1;122.85;4500;9450;04/11/2022;FABIO DIAZ;ALBA MARQUEZ;COM;162;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4086896;SMS;1;O;13;2100;1;122.85;4500;9450;04/11/2022;FABIO DIAZ;ALBA MARQUEZ;COM;162;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4086897;SMS;1;O;13;2100;1;122.85;4500;9450;04/11/2022;FABIO DIAZ;ALBA MARQUEZ;COM;162;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4086898;SMS;1;O;13;2100;1;122.85;4500;9450;04/11/2022;FABIO DIAZ;ALBA MARQUEZ;COM;162;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4086899;SMS;1;O;13;2100;1;122.85;4500;9450;04/11/2022;FABIO DIAZ;ALBA MARQUEZ;COM;162;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4086905;SMS;1;O;13;2100;1;122.85;4500;9450;04/11/2022;FABIO DIAZ;ALBA MARQUEZ;COM;162;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4086906;SMS;1;O;13;2100;1;122.85;4500;9450;04/11/2022;FABIO DIAZ;ALBA MARQUEZ;COM;162;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4086907;SMS;1;O;13;2100;1;122.85;4500;9450;04/11/2022;FABIO DIAZ;ALBA MARQUEZ;COM;162;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4086908;SMS;1;O;13;2100;1;122.85;4500;9450;04/11/2022;FABIO DIAZ;ALBA MARQUEZ;COM;162;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4086909;SMS;1;O;13;2100;1;122.85;4500;9450;04/11/2022;FABIO DIAZ;ALBA MARQUEZ;COM;162;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4086910;SMS;1;O;13;2100;1;122.85;4500;9450;04/11/2022;FABIO DIAZ;ALBA MARQUEZ;COM;162;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4086917;SMS;1;O;13;2100;1;122.85;4500;9450;04/11/2022;FABIO DIAZ;ALBA MARQUEZ;COM;162;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4086918;SMS;1;O;13;2100;1;122.85;4500;9450;04/11/2022;FABIO DIAZ;ALBA MARQUEZ;COM;162;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4099683;SMS;1;O;13;2100;1;122.85;4500;9450;05/06/2022;FABIO DIAZ;ALBA MARQUEZ;COM;137;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4099684;SMS;1;O;13;2100;1;122.85;4500;9450;05/06/2022;FABIO DIAZ;ALBA MARQUEZ;COM;137;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4099685;SMS;1;O;13;2100;1;122.85;4500;9450;05/06/2022;FABIO DIAZ;ALBA MARQUEZ;COM;137;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4099686;SMS;1;O;13;2100;1;122.85;4500;9450;05/06/2022;FABIO DIAZ;ALBA MARQUEZ;COM;137;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4099687;SMS;1;O;13;2100;1;122.85;4500;9450;05/06/2022;FABIO DIAZ;ALBA MARQUEZ;COM;137;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4099688;SMS;1;O;13;2100;1;122.85;4500;9450;05/06/2022;FABIO DIAZ;ALBA MARQUEZ;COM;137;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4099689;SMS;1;O;13;2100;1;122.85;4500;9450;05/06/2022;FABIO DIAZ;ALBA MARQUEZ;COM;137;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4099690;SMS;1;O;13;2100;1;122.85;4500;9450;05/06/2022;FABIO DIAZ;ALBA MARQUEZ;COM;137;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4099691;SMS;1;O;13;2100;1;122.85;4500;9450;05/06/2022;FABIO DIAZ;ALBA MARQUEZ;COM;137;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4099692;SMS;1;O;13;2100;1;122.85;4500;9450;05/06/2022;FABIO DIAZ;ALBA MARQUEZ;COM;137;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4099693;SMS;1;O;13;2100;1;122.85;4500;9450;05/06/2022;FABIO DIAZ;ALBA MARQUEZ;COM;137;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4099694;SMS;1;O;13;2100;1;122.85;4500;9450;05/06/2022;FABIO DIAZ;ALBA MARQUEZ;COM;137;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4099695;SMS;1;O;13;2100;1;122.85;4500;9450;05/06/2022;FABIO DIAZ;ALBA MARQUEZ;COM;137;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4099696;SMS;1;O;13;2100;1;122.85;4500;9450;05/06/2022;FABIO DIAZ;ALBA MARQUEZ;COM;137;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4099697;SMS;1;O;13;2100;1;122.85;4500;9450;05/06/2022;FABIO DIAZ;ALBA MARQUEZ;COM;137;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4099698;SMS;1;O;13;2100;1;122.85;4500;9450;05/06/2022;FABIO DIAZ;ALBA MARQUEZ;COM;137;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4099700;SMS;1;O;13;2100;1;122.85;4500;9450;05/06/2022;FABIO DIAZ;ALBA MARQUEZ;COM;137;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4099701;SMS;1;O;13;2100;1;122.85;4500;9450;05/06/2022;FABIO DIAZ;ALBA MARQUEZ;COM;137;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4099702;SMS;1;O;13;2100;1;122.85;4500;9450;05/06/2022;FABIO DIAZ;ALBA MARQUEZ;COM;137;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4099703;SMS;1;O;13;2100;1;122.85;4500;9450;05/06/2022;FABIO DIAZ;ALBA MARQUEZ;COM;137;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4099710;SMS;1;O;13;2100;1;122.85;4500;9450;05/06/2022;FABIO DIAZ;ALBA MARQUEZ;COM;137;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4099711;SMS;1;O;13;2100;1;122.85;4500;9450;05/06/2022;FABIO DIAZ;ALBA MARQUEZ;COM;137;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4099712;SMS;1;O;13;2100;1;122.85;4500;9450;05/06/2022;FABIO DIAZ;ALBA MARQUEZ;COM;137;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4099713;SMS;1;O;13;2100;1;122.85;4500;9450;05/06/2022;FABIO DIAZ;ALBA MARQUEZ;COM;137;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4099714;SMS;1;O;13;2100;1;122.85;4500;9450;05/06/2022;FABIO DIAZ;ALBA MARQUEZ;COM;137;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4099715;SMS;1;O;13;2100;1;122.85;4500;9450;05/06/2022;FABIO DIAZ;ALBA MARQUEZ;COM;137;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
CALI PLANTA;ALSILOG;;COMERTEX;890204797-7;Colombia;00181CO102100COM;00181;SMS 13 GSM PURGA 2100 MM;4099716;SMS;1;O;13;2100;1;122.85;4500;9450;05/06/2022;FABIO DIAZ;ALBA MARQUEZ;COM;137;F 120-180;0181-N;SP HOME AND BEDDING;SHB HOME AND BEDDING;SHBHB BEDDING AND FURNITURE;1133689.0005;
